,Season,HomeTeam,AwayTeam,FTHG,FTAG,Score,Winner,Loser,FTR
1898,2004/05,Marseille,Sochaux,0,2,2,Sochaux,Marseille,A
1899,2004/05,Ajaccio,Toulouse,1,0,1,Ajaccio,Toulouse,H
1900,2004/05,Auxerre,Bastia,4,1,5,Auxerre,Bastia,H
1901,2004/05,Bordeaux,Metz,1,0,1,Bordeaux,Metz,H
1902,2004/05,Lens,Caen,0,1,1,Caen,Lens,A
1903,2004/05,Lyon,Rennes,2,1,3,Lyon,Rennes,H
1904,2004/05,Nantes,St Etienne,0,0,0,Draw,Draw,D
1905,2004/05,Nice,Lille,1,1,2,Draw,Draw,D
1906,2004/05,Paris SG,Istres,2,2,4,Draw,Draw,D
1907,2004/05,Caen,Lille,0,0,0,Draw,Draw,D
1908,2004/05,Lens,Strasbourg,2,1,3,Lens,Strasbourg,H
1909,2004/05,Metz,Auxerre,3,0,3,Metz,Auxerre,H
1910,2004/05,Rennes,Bordeaux,2,0,2,Rennes,Bordeaux,H
1911,2004/05,Sochaux,Nice,0,0,0,Draw,Draw,D
1912,2004/05,Toulouse,Marseille,1,3,4,Marseille,Toulouse,A
1913,2004/05,Istres,Nantes,0,1,1,Nantes,Istres,A
1914,2004/05,Monaco,Paris SG,2,0,2,Monaco,Paris SG,H
1915,2004/05,Bastia,Lyon,1,1,2,Draw,Draw,D
1916,2004/05,Ajaccio,Istres,0,0,0,Draw,Draw,D
1917,2004/05,Auxerre,St Etienne,2,2,4,Draw,Draw,D
1918,2004/05,Bordeaux,Bastia,0,0,0,Draw,Draw,D
1919,2004/05,Lille,Sochaux,0,0,0,Draw,Draw,D
1920,2004/05,Lyon,Toulouse,4,0,4,Lyon,Toulouse,H
1921,2004/05,Marseille,Rennes,3,1,4,Marseille,Rennes,H
1922,2004/05,Nantes,Monaco,0,0,0,Draw,Draw,D
1923,2004/05,Nice,Metz,1,1,2,Draw,Draw,D
1924,2004/05,Strasbourg,Caen,5,0,5,Strasbourg,Caen,H
1925,2004/05,Paris SG,Lens,0,2,2,Lens,Paris SG,A
1926,2004/05,Monaco,Lyon,1,1,2,Draw,Draw,D
1927,2004/05,Bastia,Marseille,0,1,1,Marseille,Bastia,A
1928,2004/05,Caen,Ajaccio,2,2,4,Draw,Draw,D
1929,2004/05,Lens,Nantes,2,0,2,Lens,Nantes,H
1930,2004/05,Rennes,Nice,4,1,5,Rennes,Nice,H
1931,2004/05,Strasbourg,Paris SG,3,1,4,Strasbourg,Paris SG,H
1932,2004/05,Toulouse,Bordeaux,1,0,1,Toulouse,Bordeaux,H
1933,2004/05,Istres,Auxerre,1,0,1,Istres,Auxerre,H
1934,2004/05,Metz,Lille,1,1,2,Draw,Draw,D
1935,2004/05,St Etienne,Sochaux,1,0,1,St Etienne,Sochaux,H
1936,2004/05,Ajaccio,Lens,0,0,0,Draw,Draw,D
1937,2004/05,Bordeaux,Caen,2,2,4,Draw,Draw,D
1938,2004/05,Lyon,St Etienne,3,2,5,Lyon,St Etienne,H
1939,2004/05,Nantes,Strasbourg,2,1,3,Nantes,Strasbourg,H
1940,2004/05,Nice,Monaco,2,1,3,Nice,Monaco,H
1941,2004/05,Paris SG,Bastia,1,0,1,Paris SG,Bastia,H
1942,2004/05,Lille,Rennes,0,0,0,Draw,Draw,D
1943,2004/05,Marseille,Istres,1,1,2,Draw,Draw,D
1944,2004/05,Caen,Lyon,1,0,1,Caen,Lyon,H
1945,2004/05,Bastia,Lille,3,1,4,Bastia,Lille,H
1946,2004/05,Istres,Bordeaux,0,1,1,Bordeaux,Istres,A
1947,2004/05,Lens,Auxerre,3,1,4,Lens,Auxerre,H
1948,2004/05,Monaco,Metz,0,0,0,Draw,Draw,D
1949,2004/05,Paris SG,Nantes,1,0,1,Paris SG,Nantes,H
1950,2004/05,Rennes,Sochaux,3,0,3,Rennes,Sochaux,H
1951,2004/05,Strasbourg,Ajaccio,1,0,1,Strasbourg,Ajaccio,H
1952,2004/05,Toulouse,Nice,1,0,1,Toulouse,Nice,H
1953,2004/05,St Etienne,Marseille,2,0,2,St Etienne,Marseille,H
1954,2004/05,Ajaccio,Paris SG,1,0,1,Ajaccio,Paris SG,H
1955,2004/05,Bordeaux,St Etienne,2,0,2,Bordeaux,St Etienne,H
1956,2004/05,Lyon,Istres,2,1,3,Lyon,Istres,H
1957,2004/05,Marseille,Lens,2,1,3,Marseille,Lens,H
1958,2004/05,Metz,Rennes,1,1,2,Draw,Draw,D
1959,2004/05,Nantes,Caen,2,0,2,Nantes,Caen,H
1960,2004/05,Nice,Strasbourg,0,0,0,Draw,Draw,D
1961,2004/05,Sochaux,Bastia,1,0,1,Sochaux,Bastia,H
1962,2004/05,Auxerre,Monaco,2,2,4,Draw,Draw,D
1963,2004/05,Lille,Toulouse,1,1,2,Draw,Draw,D
1964,2004/05,Sochaux,Metz,2,1,3,Sochaux,Metz,H
1965,2004/05,St Etienne,Ajaccio,3,0,3,St Etienne,Ajaccio,H
1966,2004/05,Strasbourg,Monaco,0,0,0,Draw,Draw,D
1967,2004/05,Bastia,Metz,1,0,1,Bastia,Metz,H
1968,2004/05,Caen,Rennes,2,2,4,Draw,Draw,D
1969,2004/05,Istres,Nice,1,1,2,Draw,Draw,D
1970,2004/05,Lens,Bordeaux,2,0,2,Lens,Bordeaux,H
1971,2004/05,Nantes,Ajaccio,0,0,0,Draw,Draw,D
1972,2004/05,Strasbourg,Lyon,0,1,1,Lyon,Strasbourg,A
1973,2004/05,Toulouse,Sochaux,0,0,0,Draw,Draw,D
1974,2004/05,Monaco,Marseille,2,1,3,Monaco,Marseille,H
1975,2004/05,Paris SG,Auxerre,1,0,1,Paris SG,Auxerre,H
1976,2004/05,St Etienne,Lille,0,0,0,Draw,Draw,D
1977,2004/05,Ajaccio,Monaco,3,0,3,Ajaccio,Monaco,H
1978,2004/05,Auxerre,Nantes,2,1,3,Auxerre,Nantes,H
1979,2004/05,Bordeaux,Strasbourg,0,2,2,Strasbourg,Bordeaux,A
1980,2004/05,Lille,Istres,8,0,8,Lille,Istres,H
1981,2004/05,Lyon,Lens,1,0,1,Lyon,Lens,H
1982,2004/05,Metz,Toulouse,0,1,1,Toulouse,Metz,A
1983,2004/05,Nice,St Etienne,2,0,2,Nice,St Etienne,H
1984,2004/05,Rennes,Bastia,1,0,1,Rennes,Bastia,H
1985,2004/05,Sochaux,Caen,1,0,1,Sochaux,Caen,H
1986,2004/05,Marseille,Paris SG,1,1,2,Draw,Draw,D
1987,2004/05,Caen,Metz,0,1,1,Metz,Caen,A
1988,2004/05,Istres,Sochaux,2,0,2,Istres,Sochaux,H
1989,2004/05,Lens,Nice,0,0,0,Draw,Draw,D
1990,2004/05,Nantes,Lyon,2,2,4,Draw,Draw,D
1991,2004/05,Paris SG,Bordeaux,1,1,2,Draw,Draw,D
1992,2004/05,St Etienne,Bastia,3,0,3,St Etienne,Bastia,H
1993,2004/05,Strasbourg,Marseille,1,0,1,Strasbourg,Marseille,H
1994,2004/05,Toulouse,Rennes,0,2,2,Rennes,Toulouse,A
1995,2004/05,Ajaccio,Auxerre,4,3,7,Ajaccio,Auxerre,H
1996,2004/05,Bastia,Toulouse,2,1,3,Bastia,Toulouse,H
1997,2004/05,Bordeaux,Nantes,0,2,2,Nantes,Bordeaux,A
1998,2004/05,Lille,Lens,2,1,3,Lille,Lens,H
1999,2004/05,Marseille,Ajaccio,1,2,3,Ajaccio,Marseille,A
2000,2004/05,Metz,Istres,2,1,3,Metz,Istres,H
2001,2004/05,Nice,Caen,0,1,1,Caen,Nice,A
2002,2004/05,Rennes,St Etienne,2,2,4,Draw,Draw,D
2003,2004/05,Sochaux,Monaco,1,1,2,Draw,Draw,D
2004,2004/05,Auxerre,Strasbourg,0,0,0,Draw,Draw,D
2005,2004/05,Lyon,Paris SG,0,1,1,Paris SG,Lyon,A
2006,2004/05,Paris SG,Nice,3,1,4,Paris SG,Nice,H
2007,2004/05,Ajaccio,Bordeaux,0,0,0,Draw,Draw,D
2008,2004/05,Caen,Bastia,0,1,1,Bastia,Caen,A
2009,2004/05,Istres,Rennes,0,2,2,Rennes,Istres,A
2010,2004/05,Lens,Sochaux,3,2,5,Lens,Sochaux,H
2011,2004/05,Monaco,Toulouse,2,1,3,Monaco,Toulouse,H
2012,2004/05,Nantes,Marseille,2,2,4,Draw,Draw,D
2013,2004/05,St Etienne,Metz,0,0,0,Draw,Draw,D
2014,2004/05,Strasbourg,Lille,1,2,3,Lille,Strasbourg,A
2015,2004/05,Auxerre,Lyon,0,3,3,Lyon,Auxerre,A
2016,2004/05,Auxerre,Toulouse,3,2,5,Auxerre,Toulouse,H
2017,2004/05,Monaco,Lille,2,0,2,Monaco,Lille,H
2018,2004/05,Bordeaux,Auxerre,0,0,0,Draw,Draw,D
2019,2004/05,Bastia,Istres,2,0,2,Bastia,Istres,H
2020,2004/05,Lille,Paris SG,1,0,1,Lille,Paris SG,H
2021,2004/05,Marseille,Caen,2,3,5,Caen,Marseille,A
2022,2004/05,Metz,Lens,1,1,2,Draw,Draw,D
2023,2004/05,Nice,Nantes,0,0,0,Draw,Draw,D
2024,2004/05,Rennes,Monaco,0,0,0,Draw,Draw,D
2025,2004/05,Sochaux,Strasbourg,1,2,3,Strasbourg,Sochaux,A
2026,2004/05,Toulouse,St Etienne,0,2,2,St Etienne,Toulouse,A
2027,2004/05,Lyon,Ajaccio,2,1,3,Lyon,Ajaccio,H
2028,2004/05,Ajaccio,Nice,0,1,1,Nice,Ajaccio,A
2029,2004/05,Auxerre,Marseille,0,0,0,Draw,Draw,D
2030,2004/05,Caen,St Etienne,2,0,2,Caen,St Etienne,H
2031,2004/05,Istres,Toulouse,1,0,1,Istres,Toulouse,H
2032,2004/05,Lens,Rennes,5,2,7,Lens,Rennes,H
2033,2004/05,Monaco,Bastia,5,2,7,Monaco,Bastia,H
2034,2004/05,Nantes,Lille,1,3,4,Lille,Nantes,A
2035,2004/05,Paris SG,Sochaux,2,2,4,Draw,Draw,D
2036,2004/05,Strasbourg,Metz,3,1,4,Strasbourg,Metz,H
2037,2004/05,Lyon,Bordeaux,5,1,6,Lyon,Bordeaux,H
2038,2004/05,Bastia,Lens,3,1,4,Bastia,Lens,H
2039,2004/05,Bordeaux,Monaco,1,1,2,Draw,Draw,D
2040,2004/05,Lille,Ajaccio,0,2,2,Ajaccio,Lille,A
2041,2004/05,Marseille,Lyon,0,1,1,Lyon,Marseille,A
2042,2004/05,Metz,Paris SG,3,2,5,Metz,Paris SG,H
2043,2004/05,Nice,Auxerre,1,0,1,Nice,Auxerre,H
2044,2004/05,Rennes,Strasbourg,4,0,4,Rennes,Strasbourg,H
2045,2004/05,Sochaux,Nantes,1,0,1,Sochaux,Nantes,H
2046,2004/05,St Etienne,Istres,2,0,2,St Etienne,Istres,H
2047,2004/05,Toulouse,Caen,2,3,5,Caen,Toulouse,A
2048,2004/05,Ajaccio,Sochaux,3,1,4,Ajaccio,Sochaux,H
2049,2004/05,Auxerre,Lille,1,3,4,Lille,Auxerre,A
2050,2004/05,Bordeaux,Marseille,3,3,6,Draw,Draw,D
2051,2004/05,Istres,Caen,3,2,5,Istres,Caen,H
2052,2004/05,Lens,Toulouse,1,0,1,Lens,Toulouse,H
2053,2004/05,Lyon,Nice,0,0,0,Draw,Draw,D
2054,2004/05,Monaco,St Etienne,1,1,2,Draw,Draw,D
2055,2004/05,Nantes,Metz,1,0,1,Nantes,Metz,H
2056,2004/05,Paris SG,Rennes,1,0,1,Paris SG,Rennes,H
2057,2004/05,Strasbourg,Bastia,2,0,2,Strasbourg,Bastia,H
2058,2005/06,Paris SG,Metz,4,1,5,Paris SG,Metz,H
2059,2005/06,Lille,Rennes,1,0,1,Lille,Rennes,H
2060,2005/06,Marseille,Bordeaux,0,2,2,Bordeaux,Marseille,A
2061,2005/06,Nancy,Monaco,0,1,1,Monaco,Nancy,A
2062,2005/06,Nantes,Lens,2,0,2,Nantes,Lens,H
2063,2005/06,Nice,Troyes,1,1,2,Draw,Draw,D
2064,2005/06,Sochaux,Toulouse,0,1,1,Toulouse,Sochaux,A
2065,2005/06,St Etienne,Ajaccio,0,0,0,Draw,Draw,D
2066,2005/06,Strasbourg,Auxerre,0,0,0,Draw,Draw,D
2067,2005/06,Le Mans,Lyon,1,2,3,Lyon,Le Mans,A
2068,2005/06,Ajaccio,Lille,3,3,6,Draw,Draw,D
2069,2005/06,Bordeaux,Nancy,1,0,1,Bordeaux,Nancy,H
2070,2005/06,Lens,Marseille,2,0,2,Lens,Marseille,H
2071,2005/06,Metz,Le Mans,0,0,0,Draw,Draw,D
2072,2005/06,Monaco,Auxerre,0,2,2,Auxerre,Monaco,A
2073,2005/06,Sochaux,Paris SG,0,1,1,Paris SG,Sochaux,A
2074,2005/06,Toulouse,Nice,0,2,2,Nice,Toulouse,A
2075,2005/06,Troyes,St Etienne,0,0,0,Draw,Draw,D
2076,2005/06,Lyon,Strasbourg,1,0,1,Lyon,Strasbourg,H
2077,2005/06,Rennes,Nantes,0,3,3,Nantes,Rennes,A
2078,2005/06,Auxerre,Bordeaux,1,0,1,Auxerre,Bordeaux,H
2079,2005/06,Le Mans,Rennes,4,0,4,Le Mans,Rennes,H
2080,2005/06,Lille,Troyes,1,2,3,Troyes,Lille,A
2081,2005/06,Nancy,Lens,1,2,3,Lens,Nancy,A
2082,2005/06,Nantes,Ajaccio,0,2,2,Ajaccio,Nantes,A
2083,2005/06,Nice,Sochaux,1,2,3,Sochaux,Nice,A
2084,2005/06,Paris SG,Toulouse,2,0,2,Paris SG,Toulouse,H
2085,2005/06,St Etienne,Metz,2,0,2,St Etienne,Metz,H
2086,2005/06,Marseille,Lyon,1,1,2,Draw,Draw,D
2087,2005/06,Strasbourg,Monaco,1,2,3,Monaco,Strasbourg,A
2088,2005/06,Ajaccio,Le Mans,0,0,0,Draw,Draw,D
2089,2005/06,Bordeaux,Monaco,1,0,1,Bordeaux,Monaco,H
2090,2005/06,Lens,Auxerre,7,0,7,Lens,Auxerre,H
2091,2005/06,Lyon,Nancy,1,0,1,Lyon,Nancy,H
2092,2005/06,Metz,Strasbourg,0,0,0,Draw,Draw,D
2093,2005/06,Nice,Nantes,1,1,2,Draw,Draw,D
2094,2005/06,Rennes,Marseille,3,2,5,Rennes,Marseille,H
2095,2005/06,Sochaux,Lille,0,0,0,Draw,Draw,D
2096,2005/06,Toulouse,St Etienne,1,1,2,Draw,Draw,D
2097,2005/06,Troyes,Paris SG,1,1,2,Draw,Draw,D
2098,2005/06,Lille,Toulouse,0,0,0,Draw,Draw,D
2099,2005/06,Le Mans,Troyes,1,0,1,Le Mans,Troyes,H
2100,2005/06,Marseille,Ajaccio,1,1,2,Draw,Draw,D
2101,2005/06,Nancy,Rennes,6,0,6,Nancy,Rennes,H
2102,2005/06,Nantes,Metz,0,0,0,Draw,Draw,D
2103,2005/06,Paris SG,Nice,1,2,3,Nice,Paris SG,A
2104,2005/06,St Etienne,Sochaux,0,0,0,Draw,Draw,D
2105,2005/06,Strasbourg,Bordeaux,0,0,0,Draw,Draw,D
2106,2005/06,Auxerre,Lyon,0,2,2,Lyon,Auxerre,A
2107,2005/06,Monaco,Lens,0,0,0,Draw,Draw,D
2108,2005/06,Ajaccio,Nancy,1,0,1,Ajaccio,Nancy,H
2109,2005/06,Lyon,Monaco,2,1,3,Lyon,Monaco,H
2110,2005/06,Metz,Lille,0,2,2,Lille,Metz,A
2111,2005/06,Nice,St Etienne,0,1,1,St Etienne,Nice,A
2112,2005/06,Paris SG,Strasbourg,1,0,1,Paris SG,Strasbourg,H
2113,2005/06,Rennes,Auxerre,3,1,4,Rennes,Auxerre,H
2114,2005/06,Toulouse,Le Mans,0,2,2,Le Mans,Toulouse,A
2115,2005/06,Troyes,Nantes,1,0,1,Troyes,Nantes,H
2116,2005/06,Lens,Bordeaux,1,1,2,Draw,Draw,D
2117,2005/06,Sochaux,Marseille,0,1,1,Marseille,Sochaux,A
2118,2005/06,Bordeaux,Lyon,1,1,2,Draw,Draw,D
2119,2005/06,Le Mans,Sochaux,2,1,3,Le Mans,Sochaux,H
2120,2005/06,Lille,Nice,4,0,4,Lille,Nice,H
2121,2005/06,Nancy,Metz,1,1,2,Draw,Draw,D
2122,2005/06,Nantes,Toulouse,2,0,2,Nantes,Toulouse,H
2123,2005/06,Auxerre,Ajaccio,2,0,2,Auxerre,Ajaccio,H
2124,2005/06,Marseille,Troyes,2,1,3,Marseille,Troyes,H
2125,2005/06,Monaco,Rennes,0,2,2,Rennes,Monaco,A
2126,2005/06,St Etienne,Paris SG,3,0,3,St Etienne,Paris SG,H
2127,2005/06,Strasbourg,Lens,1,1,2,Draw,Draw,D
2128,2005/06,Ajaccio,Strasbourg,0,0,0,Draw,Draw,D
2129,2005/06,Metz,Auxerre,1,2,3,Auxerre,Metz,A
2130,2005/06,Nice,Le Mans,1,0,1,Nice,Le Mans,H
2131,2005/06,Paris SG,Lille,2,1,3,Paris SG,Lille,H
2132,2005/06,Rennes,Bordeaux,2,2,4,Draw,Draw,D
2133,2005/06,Sochaux,Nantes,1,0,1,Sochaux,Nantes,H
2134,2005/06,St Etienne,Nancy,0,2,2,Nancy,St Etienne,A
2135,2005/06,Toulouse,Marseille,1,0,1,Toulouse,Marseille,H
2136,2005/06,Troyes,Monaco,1,2,3,Monaco,Troyes,A
2137,2005/06,Lyon,Lens,1,1,2,Draw,Draw,D
2138,2005/06,Auxerre,Sochaux,3,0,3,Auxerre,Sochaux,H
2139,2005/06,Bordeaux,Ajaccio,1,0,1,Bordeaux,Ajaccio,H
2140,2005/06,Le Mans,Paris SG,0,0,0,Draw,Draw,D
2141,2005/06,Lille,St Etienne,2,0,2,Lille,St Etienne,H
2142,2005/06,Marseille,Metz,3,1,4,Marseille,Metz,H
2143,2005/06,Monaco,Nice,0,0,0,Draw,Draw,D
2144,2005/06,Nancy,Troyes,2,1,3,Nancy,Troyes,H
2145,2005/06,Strasbourg,Toulouse,2,4,6,Toulouse,Strasbourg,A
2146,2005/06,Lens,Rennes,0,0,0,Draw,Draw,D
2147,2005/06,Nantes,Lyon,0,1,1,Lyon,Nantes,A
2148,2005/06,Metz,Bordeaux,0,1,1,Bordeaux,Metz,A
2149,2005/06,Paris SG,Nantes,2,0,2,Paris SG,Nantes,H
2150,2005/06,Sochaux,Nancy,0,2,2,Nancy,Sochaux,A
2151,2005/06,St Etienne,Le Mans,3,0,3,St Etienne,Le Mans,H
2152,2005/06,Lille,Monaco,0,1,1,Monaco,Lille,A
2153,2005/06,Nice,Marseille,0,1,1,Marseille,Nice,A
2154,2005/06,Rennes,Lyon,1,3,4,Lyon,Rennes,A
2155,2005/06,Toulouse,Auxerre,2,0,2,Toulouse,Auxerre,H
2156,2005/06,Troyes,Strasbourg,1,1,2,Draw,Draw,D
2157,2005/06,Auxerre,Troyes,3,0,3,Auxerre,Troyes,H
2158,2005/06,Bordeaux,Sochaux,1,1,2,Draw,Draw,D
2159,2005/06,Le Mans,Lille,1,1,2,Draw,Draw,D
2160,2005/06,Lens,Nice,2,2,4,Draw,Draw,D
2161,2005/06,Monaco,Metz,3,0,3,Monaco,Metz,H
2162,2005/06,Nancy,Toulouse,2,0,2,Nancy,Toulouse,H
2163,2005/06,Nantes,St Etienne,1,1,2,Draw,Draw,D
2164,2005/06,Strasbourg,Rennes,0,1,1,Rennes,Strasbourg,A
2165,2005/06,Lyon,Ajaccio,3,2,5,Lyon,Ajaccio,H
2166,2005/06,Marseille,Paris SG,1,0,1,Marseille,Paris SG,H
2167,2005/06,Lille,Nantes,2,0,2,Lille,Nantes,H
2168,2005/06,Metz,Lyon,0,4,4,Lyon,Metz,A
2169,2005/06,Nice,Auxerre,1,0,1,Nice,Auxerre,H
2170,2005/06,Paris SG,Nancy,1,0,1,Paris SG,Nancy,H
2171,2005/06,Toulouse,Bordeaux,1,1,2,Draw,Draw,D
2172,2005/06,Ajaccio,Rennes,0,1,1,Rennes,Ajaccio,A
2173,2005/06,Le Mans,Strasbourg,2,0,2,Le Mans,Strasbourg,H
2174,2005/06,Sochaux,Monaco,2,1,3,Sochaux,Monaco,H
2175,2005/06,St Etienne,Marseille,2,1,3,St Etienne,Marseille,H
2176,2005/06,Troyes,Lens,1,1,2,Draw,Draw,D
2177,2005/06,Bordeaux,Troyes,2,0,2,Bordeaux,Troyes,H
2178,2005/06,Lens,Toulouse,1,0,1,Lens,Toulouse,H
2179,2005/06,Lyon,Sochaux,1,0,1,Lyon,Sochaux,H
2180,2005/06,Marseille,Lille,1,1,2,Draw,Draw,D
2181,2005/06,Monaco,Ajaccio,3,0,3,Monaco,Ajaccio,H
2182,2005/06,Nantes,Le Mans,1,0,1,Nantes,Le Mans,H
2183,2005/06,Rennes,Metz,2,1,3,Rennes,Metz,H
2184,2005/06,Strasbourg,St Etienne,0,1,1,St Etienne,Strasbourg,A
2185,2005/06,Auxerre,Paris SG,2,0,2,Auxerre,Paris SG,H
2186,2005/06,Nancy,Nice,0,0,0,Draw,Draw,D
2187,2005/06,Le Mans,Marseille,3,0,3,Le Mans,Marseille,H
2188,2005/06,Metz,Ajaccio,2,0,2,Metz,Ajaccio,H
2189,2005/06,Nantes,Nancy,3,0,3,Nantes,Nancy,H
2190,2005/06,Nice,Bordeaux,0,1,1,Bordeaux,Nice,A
2191,2005/06,St Etienne,Auxerre,1,1,2,Draw,Draw,D
2192,2005/06,Toulouse,Lyon,0,1,1,Lyon,Toulouse,A
2193,2005/06,Lille,Strasbourg,2,0,2,Lille,Strasbourg,H
2194,2005/06,Paris SG,Monaco,0,0,0,Draw,Draw,D
2195,2005/06,Sochaux,Lens,1,1,2,Draw,Draw,D
2196,2005/06,Troyes,Rennes,2,1,3,Troyes,Rennes,H
2197,2005/06,Ajaccio,Lens,0,0,0,Draw,Draw,D
2198,2005/06,Ajaccio,Sochaux,0,1,1,Sochaux,Ajaccio,A
2199,2005/06,Auxerre,Lille,3,2,5,Auxerre,Lille,H
2200,2005/06,Lens,Metz,0,0,0,Draw,Draw,D
2201,2005/06,Lyon,Troyes,2,1,3,Lyon,Troyes,H
2202,2005/06,Marseille,Nantes,2,1,3,Marseille,Nantes,H
2203,2005/06,Monaco,St Etienne,1,0,1,Monaco,St Etienne,H
2204,2005/06,Nancy,Le Mans,1,0,1,Nancy,Le Mans,H
2205,2005/06,Strasbourg,Nice,0,0,0,Draw,Draw,D
2206,2005/06,Bordeaux,Paris SG,0,2,2,Paris SG,Bordeaux,A
2207,2005/06,Rennes,Toulouse,4,1,5,Rennes,Toulouse,H
2208,2005/06,Le Mans,Auxerre,0,2,2,Auxerre,Le Mans,A
2209,2005/06,Lille,Nancy,1,0,1,Lille,Nancy,H
2210,2005/06,Nice,Lyon,1,1,2,Draw,Draw,D
2211,2005/06,Sochaux,Rennes,1,0,1,Sochaux,Rennes,H
2212,2005/06,St Etienne,Bordeaux,1,1,2,Draw,Draw,D
2213,2005/06,Toulouse,Ajaccio,3,0,3,Toulouse,Ajaccio,H
2214,2005/06,Troyes,Metz,0,0,0,Draw,Draw,D
2215,2005/06,Marseille,Monaco,2,1,3,Marseille,Monaco,H
2216,2005/06,Nantes,Strasbourg,4,3,7,Nantes,Strasbourg,H
2217,2005/06,Paris SG,Lens,3,4,7,Lens,Paris SG,A
2218,2005/06,Ajaccio,Troyes,0,1,1,Troyes,Ajaccio,A
2219,2005/06,Auxerre,Nantes,4,0,4,Auxerre,Nantes,H
2220,2005/06,Bordeaux,Lille,1,0,1,Bordeaux,Lille,H
2221,2005/06,Lyon,Paris SG,2,0,2,Lyon,Paris SG,H
2222,2005/06,Metz,Toulouse,2,2,4,Draw,Draw,D
2223,2005/06,Monaco,Le Mans,2,0,2,Monaco,Le Mans,H
2224,2005/06,Strasbourg,Sochaux,0,0,0,Draw,Draw,D
2225,2005/06,Lens,St Etienne,2,1,3,Lens,St Etienne,H
2226,2005/06,Nancy,Marseille,1,1,2,Draw,Draw,D
2227,2005/06,Rennes,Nice,1,0,1,Rennes,Nice,H
2228,2005/06,Le Mans,Bordeaux,1,0,1,Le Mans,Bordeaux,H
2229,2005/06,Lille,Lens,0,0,0,Draw,Draw,D
2230,2005/06,Marseille,Auxerre,1,0,1,Marseille,Auxerre,H
2231,2005/06,Nancy,Strasbourg,1,2,3,Strasbourg,Nancy,A
2232,2005/06,Nice,Ajaccio,1,0,1,Nice,Ajaccio,H
2233,2005/06,Paris SG,Rennes,2,0,2,Paris SG,Rennes,H
2234,2005/06,Sochaux,Metz,1,1,2,Draw,Draw,D
2235,2005/06,Toulouse,Troyes,2,1,3,Toulouse,Troyes,H
2236,2005/06,Nantes,Monaco,0,0,0,Draw,Draw,D
2237,2005/06,St Etienne,Lyon,0,0,0,Draw,Draw,D
2238,2005/06,Lyon,Lille,1,3,4,Lille,Lyon,A
2239,2005/06,Ajaccio,Paris SG,1,1,2,Draw,Draw,D
2240,2005/06,Auxerre,Nancy,0,1,1,Nancy,Auxerre,A
2241,2005/06,Bordeaux,Nantes,0,0,0,Draw,Draw,D
2242,2005/06,Metz,Nice,1,0,1,Metz,Nice,H
2243,2005/06,Rennes,St Etienne,0,1,1,St Etienne,Rennes,A
2244,2005/06,Strasbourg,Marseille,0,1,1,Marseille,Strasbourg,A
2245,2005/06,Troyes,Sochaux,2,1,3,Troyes,Sochaux,H
2246,2005/06,Lens,Le Mans,2,0,2,Lens,Le Mans,H
2247,2005/06,Monaco,Toulouse,1,0,1,Monaco,Toulouse,H
2248,2005/06,Le Mans,Metz,2,0,2,Le Mans,Metz,H
2249,2005/06,Lille,Ajaccio,2,0,2,Lille,Ajaccio,H
2250,2005/06,Marseille,Lens,1,1,2,Draw,Draw,D
2251,2005/06,Nancy,Bordeaux,0,0,0,Draw,Draw,D
2252,2005/06,Nantes,Rennes,0,2,2,Rennes,Nantes,A
2253,2005/06,Nice,Toulouse,2,1,3,Nice,Toulouse,H
2254,2005/06,Paris SG,Sochaux,3,1,4,Paris SG,Sochaux,H
2255,2005/06,St Etienne,Troyes,1,1,2,Draw,Draw,D
2256,2005/06,Strasbourg,Lyon,0,4,4,Lyon,Strasbourg,A
2257,2005/06,Auxerre,Monaco,2,1,3,Auxerre,Monaco,H
2258,2005/06,Ajaccio,Nantes,0,2,2,Nantes,Ajaccio,A
2259,2005/06,Bordeaux,Auxerre,1,0,1,Bordeaux,Auxerre,H
2260,2005/06,Lens,Nancy,1,2,3,Nancy,Lens,A
2261,2005/06,Lyon,Marseille,2,1,3,Lyon,Marseille,H
2262,2005/06,Metz,St Etienne,0,1,1,St Etienne,Metz,A
2263,2005/06,Monaco,Strasbourg,1,1,2,Draw,Draw,D
2264,2005/06,Rennes,Le Mans,1,0,1,Rennes,Le Mans,H
2265,2005/06,Sochaux,Nice,1,1,2,Draw,Draw,D
2266,2005/06,Troyes,Lille,1,0,1,Troyes,Lille,H
2267,2005/06,Toulouse,Paris SG,1,0,1,Toulouse,Paris SG,H
2268,2005/06,Auxerre,Lens,1,0,1,Auxerre,Lens,H
2269,2005/06,Le Mans,Ajaccio,1,0,1,Le Mans,Ajaccio,H
2270,2005/06,Lille,Sochaux,3,0,3,Lille,Sochaux,H
2271,2005/06,Monaco,Bordeaux,0,1,1,Bordeaux,Monaco,A
2272,2005/06,Nancy,Lyon,0,2,2,Lyon,Nancy,A
2273,2005/06,Nantes,Nice,0,0,0,Draw,Draw,D
2274,2005/06,Strasbourg,Metz,2,1,3,Strasbourg,Metz,H
2275,2005/06,Marseille,Rennes,1,0,1,Marseille,Rennes,H
2276,2005/06,Paris SG,Troyes,2,1,3,Paris SG,Troyes,H
2277,2005/06,Ajaccio,Marseille,3,1,4,Ajaccio,Marseille,H
2278,2005/06,Bordeaux,Strasbourg,2,1,3,Bordeaux,Strasbourg,H
