Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
D1,30/09/11,Kaiserslautern,Stuttgart,0,2,A,0,0,D,2011-12
D1,1/10/2011,Dortmund,Augsburg,4,0,H,2,0,H,2011-12
D1,1/10/2011,Freiburg,M'gladbach,1,0,H,1,0,H,2011-12
D1,1/10/2011,Hertha,FC Koln,3,0,H,3,0,H,2011-12
D1,1/10/2011,Hoffenheim,Bayern Munich,0,0,D,0,0,D,2011-12
D1,1/10/2011,Leverkusen,Wolfsburg,3,1,H,1,0,H,2011-12
D1,1/10/2011,Nurnberg,Mainz,3,3,D,2,2,D,2011-12
D1,2/10/2011,Hamburg,Schalke 04,1,2,A,1,1,D,2011-12
D1,2/10/2011,Hannover,Werder Bremen,3,2,H,2,1,H,2011-12
D1,14/10/11,Werder Bremen,Dortmund,0,2,A,0,1,A,2011-12
D1,15/10/11,Bayern Munich,Hertha,4,0,H,3,0,H,2011-12
D1,15/10/11,Mainz,Augsburg,0,1,A,0,0,D,2011-12
D1,15/10/11,M'gladbach,Leverkusen,2,2,D,0,1,A,2011-12
D1,15/10/11,Schalke 04,Kaiserslautern,1,2,A,0,1,A,2011-12
D1,15/10/11,Stuttgart,Hoffenheim,2,0,H,0,0,D,2011-12
D1,15/10/11,Wolfsburg,Nurnberg,2,1,H,1,0,H,2011-12
D1,16/10/11,FC Koln,Hannover,2,0,H,1,0,H,2011-12
D1,16/10/11,Freiburg,Hamburg,1,2,A,0,1,A,2011-12
D1,21/10/11,Augsburg,Werder Bremen,1,1,D,0,0,D,2011-12
D1,22/10/11,Dortmund,FC Koln,5,0,H,3,0,H,2011-12
D1,22/10/11,Hamburg,Wolfsburg,1,1,D,0,1,A,2011-12
D1,22/10/11,Hertha,Mainz,0,0,D,0,0,D,2011-12
D1,22/10/11,Hoffenheim,M'gladbach,1,0,H,0,0,D,2011-12
D1,22/10/11,Kaiserslautern,Freiburg,1,0,H,0,0,D,2011-12
D1,22/10/11,Nurnberg,Stuttgart,2,2,D,1,0,H,2011-12
D1,23/10/11,Hannover,Bayern Munich,2,1,H,1,0,H,2011-12
D1,23/10/11,Leverkusen,Schalke 04,0,1,A,0,0,D,2011-12
D1,28/10/11,Freiburg,Leverkusen,0,1,A,0,1,A,2011-12
D1,29/10/11,Bayern Munich,Nurnberg,4,0,H,3,0,H,2011-12
D1,29/10/11,Mainz,Werder Bremen,1,3,A,1,1,D,2011-12
D1,29/10/11,M'gladbach,Hannover,2,1,H,1,1,D,2011-12
D1,29/10/11,Schalke 04,Hoffenheim,3,1,H,1,0,H,2011-12
D1,29/10/11,Stuttgart,Dortmund,1,1,D,1,1,D,2011-12
D1,29/10/11,Wolfsburg,Hertha,2,3,A,1,2,A,2011-12
D1,30/10/11,FC Koln,Augsburg,3,0,H,2,0,H,2011-12
D1,30/10/11,Hamburg,Kaiserslautern,1,1,D,0,1,A,2011-12
D1,4/11/2011,Mainz,Stuttgart,3,1,H,0,0,D,2011-12
D1,5/11/2011,Dortmund,Wolfsburg,5,1,H,2,0,H,2011-12
D1,5/11/2011,Hertha,M'gladbach,1,2,A,1,1,D,2011-12
D1,5/11/2011,Hoffenheim,Kaiserslautern,1,1,D,1,0,H,2011-12
D1,5/11/2011,Leverkusen,Hamburg,2,2,D,2,1,H,2011-12
D1,5/11/2011,Nurnberg,Freiburg,1,2,A,1,1,D,2011-12
D1,5/11/2011,Werder Bremen,FC Koln,3,2,H,0,2,A,2011-12
D1,6/11/2011,Augsburg,Bayern Munich,1,2,A,0,2,A,2011-12
D1,6/11/2011,Hannover,Schalke 04,2,2,D,1,1,D,2011-12
D1,18/11/11,Kaiserslautern,Leverkusen,0,2,A,0,0,D,2011-12
D1,19/11/11,Bayern Munich,Dortmund,0,1,A,0,0,D,2011-12
D1,19/11/11,Freiburg,Hertha,2,2,D,0,2,A,2011-12
D1,19/11/11,M'gladbach,Werder Bremen,5,0,H,3,0,H,2011-12
D1,19/11/11,Schalke 04,Nurnberg,4,0,H,2,0,H,2011-12
D1,19/11/11,Wolfsburg,Hannover,4,1,H,2,1,H,2011-12
D1,20/11/11,Hamburg,Hoffenheim,2,0,H,1,0,H,2011-12
D1,20/11/11,Stuttgart,Augsburg,2,1,H,1,0,H,2011-12
D1,25/11/11,FC Koln,M'gladbach,0,3,A,0,2,A,2011-12
D1,26/11/11,Augsburg,Wolfsburg,2,0,H,0,0,D,2011-12
D1,26/11/11,Dortmund,Schalke 04,2,0,H,1,0,H,2011-12
D1,26/11/11,Hannover,Hamburg,1,1,D,0,0,D,2011-12
D1,26/11/11,Hertha,Leverkusen,3,3,D,2,1,H,2011-12
D1,26/11/11,Hoffenheim,Freiburg,1,1,D,1,0,H,2011-12
D1,26/11/11,Nurnberg,Kaiserslautern,1,0,H,1,0,H,2011-12
D1,27/11/11,Mainz,Bayern Munich,3,2,H,1,0,H,2011-12
D1,27/11/11,Werder Bremen,Stuttgart,2,0,H,0,0,D,2011-12
D1,2/12/2011,Leverkusen,Hoffenheim,2,0,H,1,0,H,2011-12
D1,3/12/2011,Bayern Munich,Werder Bremen,4,1,H,1,0,H,2011-12
D1,3/12/2011,Freiburg,Hannover,1,1,D,0,1,A,2011-12
D1,3/12/2011,Kaiserslautern,Hertha,1,1,D,1,1,D,2011-12
D1,3/12/2011,M'gladbach,Dortmund,1,1,D,0,1,A,2011-12
D1,3/12/2011,Stuttgart,FC Koln,2,2,D,2,1,H,2011-12
D1,3/12/2011,Wolfsburg,Mainz,2,2,D,2,0,H,2011-12
D1,4/12/2011,Hamburg,Nurnberg,2,0,H,1,0,H,2011-12
D1,4/12/2011,Schalke 04,Augsburg,3,1,H,1,0,H,2011-12
D1,9/12/2011,Hertha,Schalke 04,1,2,A,1,2,A,2011-12
D1,10/12/2011,Augsburg,M'gladbach,1,0,H,0,0,D,2011-12
D1,10/12/2011,FC Koln,Freiburg,4,0,H,1,0,H,2011-12
D1,10/12/2011,Hannover,Leverkusen,0,0,D,0,0,D,2011-12
D1,10/12/2011,Mainz,Hamburg,0,0,D,0,0,D,2011-12
D1,10/12/2011,Nurnberg,Hoffenheim,0,2,A,0,1,A,2011-12
D1,10/12/2011,Werder Bremen,Wolfsburg,4,1,H,2,0,H,2011-12
D1,11/12/2011,Dortmund,Kaiserslautern,1,1,D,1,0,H,2011-12
D1,11/12/2011,Stuttgart,Bayern Munich,1,2,A,1,1,D,2011-12
D1,13/12/11,FC Koln,Mainz,1,1,D,0,0,D,2011-12
D1,16/12/11,Bayern Munich,FC Koln,3,0,H,0,0,D,2011-12
D1,17/12/11,Freiburg,Dortmund,1,4,A,1,2,A,2011-12
D1,17/12/11,Hamburg,Augsburg,1,1,D,0,0,D,2011-12
D1,17/12/11,Hoffenheim,Hertha,1,1,D,1,0,H,2011-12
D1,17/12/11,Leverkusen,Nurnberg,0,3,A,0,2,A,2011-12
D1,17/12/11,Schalke 04,Werder Bremen,5,0,H,2,0,H,2011-12
D1,17/12/11,Wolfsburg,Stuttgart,1,0,H,0,0,D,2011-12
D1,18/12/11,Kaiserslautern,Hannover,1,1,D,0,1,A,2011-12
D1,18/12/11,M'gladbach,Mainz,1,0,H,1,0,H,2011-12
D1,20/01/12,M'gladbach,Bayern Munich,3,1,H,2,0,H,2011-12
D1,21/01/12,Freiburg,Augsburg,1,0,H,0,0,D,2011-12
D1,21/01/12,Hoffenheim,Hannover,0,0,D,0,0,D,2011-12
D1,21/01/12,Kaiserslautern,Werder Bremen,0,0,D,0,0,D,2011-12
D1,21/01/12,Nurnberg,Hertha,2,0,H,1,0,H,2011-12
D1,21/01/12,Schalke 04,Stuttgart,3,1,H,1,0,H,2011-12
D1,21/01/12,Wolfsburg,FC Koln,1,0,H,0,0,D,2011-12
D1,22/01/12,Hamburg,Dortmund,1,5,A,0,2,A,2011-12
D1,22/01/12,Leverkusen,Mainz,3,2,H,2,0,H,2011-12
D1,27/01/12,Hannover,Nurnberg,1,0,H,1,0,H,2011-12
D1,28/01/12,Augsburg,Kaiserslautern,2,2,D,1,1,D,2011-12
D1,28/01/12,Bayern Munich,Wolfsburg,2,0,H,0,0,D,2011-12
D1,28/01/12,Dortmund,Hoffenheim,3,1,H,2,0,H,2011-12
D1,28/01/12,FC Koln,Schalke 04,1,4,A,1,0,H,2011-12
D1,28/01/12,Hertha,Hamburg,1,2,A,0,2,A,2011-12
D1,28/01/12,Werder Bremen,Leverkusen,1,1,D,1,0,H,2011-12
D1,29/01/12,Mainz,Freiburg,3,1,H,3,0,H,2011-12
D1,29/01/12,Stuttgart,M'gladbach,0,3,A,0,1,A,2011-12
D1,3/2/2012,Nurnberg,Dortmund,0,2,A,0,0,D,2011-12
D1,4/2/2012,Hamburg,Bayern Munich,1,1,D,1,0,H,2011-12
D1,4/2/2012,Hertha,Hannover,0,1,A,0,0,D,2011-12
D1,4/2/2012,Hoffenheim,Augsburg,2,2,D,1,1,D,2011-12
D1,4/2/2012,Leverkusen,Stuttgart,2,2,D,1,1,D,2011-12
D1,4/2/2012,Schalke 04,Mainz,1,1,D,0,1,A,2011-12
D1,4/2/2012,Wolfsburg,M'gladbach,0,0,D,0,0,D,2011-12
D1,5/2/2012,Freiburg,Werder Bremen,2,2,D,1,1,D,2011-12
D1,5/2/2012,Kaiserslautern,FC Koln,0,1,A,0,0,D,2011-12
D1,10/2/2012,Wolfsburg,Freiburg,3,2,H,2,2,D,2011-12
D1,11/2/2012,Bayern Munich,Kaiserslautern,2,0,H,2,0,H,2011-12
D1,11/2/2012,Dortmund,Leverkusen,1,0,H,1,0,H,2011-12
D1,11/2/2012,Mainz,Hannover,1,1,D,1,0,H,2011-12
D1,11/2/2012,M'gladbach,Schalke 04,3,0,H,3,0,H,2011-12
D1,11/2/2012,Stuttgart,Hertha,5,0,H,4,0,H,2011-12
D1,11/2/2012,Werder Bremen,Hoffenheim,1,1,D,0,1,A,2011-12
D1,12/2/2012,Augsburg,Nurnberg,0,0,D,0,0,D,2011-12
D1,12/2/2012,FC Koln,Hamburg,0,1,A,0,0,D,2011-12
D1,17/02/12,Hoffenheim,Mainz,1,1,D,1,1,D,2011-12
D1,18/02/12,Freiburg,Bayern Munich,0,0,D,0,0,D,2011-12
D1,18/02/12,Hamburg,Werder Bremen,1,3,A,0,2,A,2011-12
D1,18/02/12,Hertha,Dortmund,0,1,A,0,0,D,2011-12
D1,18/02/12,Kaiserslautern,M'gladbach,1,2,A,0,2,A,2011-12
D1,18/02/12,Leverkusen,Augsburg,4,1,H,1,0,H,2011-12
D1,18/02/12,Nurnberg,FC Koln,2,1,H,1,0,H,2011-12
D1,19/02/12,Hannover,Stuttgart,4,2,H,2,0,H,2011-12
D1,19/02/12,Schalke 04,Wolfsburg,4,0,H,2,0,H,2011-12
D1,24/02/12,M'gladbach,Hamburg,1,1,D,1,0,H,2011-12
D1,25/02/12,Augsburg,Hertha,3,0,H,0,0,D,2011-12
D1,25/02/12,FC Koln,Leverkusen,0,2,A,0,1,A,2011-12
D1,25/02/12,Mainz,Kaiserslautern,4,0,H,3,0,H,2011-12
D1,25/02/12,Stuttgart,Freiburg,4,1,H,2,1,H,2011-12
D1,25/02/12,Werder Bremen,Nurnberg,0,1,A,0,0,D,2011-12
D1,25/02/12,Wolfsburg,Hoffenheim,1,2,A,0,1,A,2011-12
D1,26/02/12,Bayern Munich,Schalke 04,2,0,H,1,0,H,2011-12
D1,26/02/12,Dortmund,Hannover,3,1,H,1,0,H,2011-12
D1,3/3/2012,Dortmund,Mainz,2,1,H,1,0,H,2011-12
D1,3/3/2012,Freiburg,Schalke 04,2,1,H,1,0,H,2011-12
D1,3/3/2012,Hamburg,Stuttgart,0,4,A,0,2,A,2011-12
D1,3/3/2012,Hannover,Augsburg,2,2,D,1,1,D,2011-12
D1,3/3/2012,Hertha,Werder Bremen,1,0,H,0,0,D,2011-12
D1,3/3/2012,Kaiserslautern,Wolfsburg,0,0,D,0,0,D,2011-12
D1,3/3/2012,Leverkusen,Bayern Munich,2,0,H,0,0,D,2011-12
D1,4/3/2012,Hoffenheim,FC Koln,1,1,D,1,0,H,2011-12
D1,4/3/2012,Nurnberg,M'gladbach,1,0,H,0,0,D,2011-12
D1,9/3/2012,Stuttgart,Kaiserslautern,0,0,D,0,0,D,2011-12
D1,10/3/2012,Augsburg,Dortmund,0,0,D,0,0,D,2011-12
D1,10/3/2012,Bayern Munich,Hoffenheim,7,1,H,5,0,H,2011-12
D1,10/3/2012,FC Koln,Hertha,1,0,H,1,0,H,2011-12
D1,10/3/2012,Mainz,Nurnberg,2,1,H,2,0,H,2011-12
D1,10/3/2012,M'gladbach,Freiburg,0,0,D,0,0,D,2011-12
D1,10/3/2012,Wolfsburg,Leverkusen,3,2,H,2,1,H,2011-12
D1,11/3/2012,Schalke 04,Hamburg,3,1,H,3,1,H,2011-12
D1,11/3/2012,Werder Bremen,Hannover,3,0,H,1,0,H,2011-12
D1,16/03/12,Hoffenheim,Stuttgart,1,2,A,0,2,A,2011-12
D1,17/03/12,Augsburg,Mainz,2,1,H,1,1,D,2011-12
D1,17/03/12,Dortmund,Werder Bremen,1,0,H,1,0,H,2011-12
D1,17/03/12,Hamburg,Freiburg,1,3,A,0,2,A,2011-12
D1,17/03/12,Hertha,Bayern Munich,0,6,A,0,3,A,2011-12
D1,17/03/12,Leverkusen,M'gladbach,1,2,A,0,1,A,2011-12
D1,17/03/12,Nurnberg,Wolfsburg,1,3,A,1,2,A,2011-12
D1,18/03/12,Hannover,FC Koln,4,1,H,1,1,D,2011-12
D1,18/03/12,Kaiserslautern,Schalke 04,1,4,A,1,2,A,2011-12
D1,23/03/12,Wolfsburg,Hamburg,2,1,H,0,0,D,2011-12
D1,24/03/12,Bayern Munich,Hannover,2,1,H,1,0,H,2011-12
D1,24/03/12,Freiburg,Kaiserslautern,2,0,H,2,0,H,2011-12
D1,24/03/12,Mainz,Hertha,1,3,A,0,1,A,2011-12
D1,24/03/12,M'gladbach,Hoffenheim,1,2,A,1,0,H,2011-12
D1,24/03/12,Schalke 04,Leverkusen,2,0,H,1,0,H,2011-12
D1,24/03/12,Werder Bremen,Augsburg,1,1,D,0,0,D,2011-12
D1,25/03/12,FC Koln,Dortmund,1,6,A,1,1,D,2011-12
D1,25/03/12,Stuttgart,Nurnberg,1,0,H,0,0,D,2011-12
D1,30/03/12,Dortmund,Stuttgart,4,4,D,1,0,H,2011-12
D1,31/03/12,Augsburg,FC Koln,2,1,H,2,1,H,2011-12
D1,31/03/12,Hertha,Wolfsburg,1,4,A,1,2,A,2011-12
D1,31/03/12,Kaiserslautern,Hamburg,0,1,A,0,1,A,2011-12
D1,31/03/12,Leverkusen,Freiburg,0,2,A,0,1,A,2011-12
D1,31/03/12,Nurnberg,Bayern Munich,0,1,A,0,0,D,2011-12
D1,31/03/12,Werder Bremen,Mainz,0,3,A,0,1,A,2011-12
D1,1/4/2012,Hannover,M'gladbach,2,1,H,0,0,D,2011-12
D1,1/4/2012,Hoffenheim,Schalke 04,1,1,D,1,0,H,2011-12
D1,7/4/2012,Bayern Munich,Augsburg,2,1,H,1,1,D,2011-12
D1,7/4/2012,FC Koln,Werder Bremen,1,1,D,1,1,D,2011-12
D1,7/4/2012,Freiburg,Nurnberg,2,2,D,0,2,A,2011-12
D1,7/4/2012,Kaiserslautern,Hoffenheim,1,2,A,0,1,A,2011-12
D1,7/4/2012,M'gladbach,Hertha,0,0,D,0,0,D,2011-12
D1,7/4/2012,Stuttgart,Mainz,4,1,H,1,1,D,2011-12
D1,7/4/2012,Wolfsburg,Dortmund,1,3,A,0,1,A,2011-12
D1,8/4/2012,Hamburg,Leverkusen,1,1,D,1,0,H,2011-12
D1,8/4/2012,Schalke 04,Hannover,3,0,H,1,0,H,2011-12
D1,10/4/2012,Augsburg,Stuttgart,1,3,A,1,2,A,2011-12
D1,10/4/2012,Hertha,Freiburg,1,2,A,0,1,A,2011-12
D1,10/4/2012,Mainz,FC Koln,4,0,H,3,0,H,2011-12
D1,10/4/2012,Werder Bremen,M'gladbach,2,2,D,1,0,H,2011-12
D1,11/4/2012,Dortmund,Bayern Munich,1,0,H,0,0,D,2011-12
D1,11/4/2012,Hannover,Wolfsburg,2,0,H,1,0,H,2011-12
D1,11/4/2012,Hoffenheim,Hamburg,4,0,H,2,0,H,2011-12
D1,11/4/2012,Leverkusen,Kaiserslautern,3,1,H,1,1,D,2011-12
D1,11/4/2012,Nurnberg,Schalke 04,4,1,H,3,0,H,2011-12
D1,13/04/12,Stuttgart,Werder Bremen,4,1,H,2,1,H,2011-12
D1,14/04/12,Bayern Munich,Mainz,0,0,D,0,0,D,2011-12
D1,14/04/12,Hamburg,Hannover,1,0,H,1,0,H,2011-12
D1,14/04/12,Kaiserslautern,Nurnberg,0,2,A,0,1,A,2011-12
D1,14/04/12,Leverkusen,Hertha,3,3,D,1,0,H,2011-12
D1,14/04/12,Schalke 04,Dortmund,1,2,A,1,1,D,2011-12
D1,14/04/12,Wolfsburg,Augsburg,1,2,A,1,1,D,2011-12
D1,15/04/12,Freiburg,Hoffenheim,0,0,D,0,0,D,2011-12
D1,15/04/12,M'gladbach,FC Koln,3,0,H,1,0,H,2011-12
D1,20/04/12,Mainz,Wolfsburg,0,0,D,0,0,D,2011-12
D1,21/04/12,Dortmund,M'gladbach,2,0,H,1,0,H,2011-12
D1,21/04/12,FC Koln,Stuttgart,1,1,D,0,0,D,2011-12
D1,21/04/12,Hertha,Kaiserslautern,1,2,A,0,2,A,2011-12
D1,21/04/12,Hoffenheim,Leverkusen,0,1,A,0,0,D,2011-12
D1,21/04/12,Nurnberg,Hamburg,1,1,D,0,0,D,2011-12
D1,21/04/12,Werder Bremen,Bayern Munich,1,2,A,0,0,D,2011-12
D1,22/04/12,Augsburg,Schalke 04,1,1,D,1,1,D,2011-12
D1,22/04/12,Hannover,Freiburg,0,0,D,0,0,D,2011-12
D1,28/04/12,Bayern Munich,Stuttgart,2,0,H,1,0,H,2011-12
D1,28/04/12,Freiburg,FC Koln,4,1,H,1,0,H,2011-12
D1,28/04/12,Hamburg,Mainz,0,0,D,0,0,D,2011-12
D1,28/04/12,Hoffenheim,Nurnberg,2,3,A,1,2,A,2011-12
D1,28/04/12,Kaiserslautern,Dortmund,2,5,A,1,3,A,2011-12
D1,28/04/12,Leverkusen,Hannover,1,0,H,0,0,D,2011-12
D1,28/04/12,M'gladbach,Augsburg,0,0,D,0,0,D,2011-12
D1,28/04/12,Schalke 04,Hertha,4,0,H,1,0,H,2011-12
D1,28/04/12,Wolfsburg,Werder Bremen,3,1,H,1,1,D,2011-12
D1,5/5/2012,Augsburg,Hamburg,1,0,H,1,0,H,2011-12
D1,5/5/2012,Dortmund,Freiburg,4,0,H,4,0,H,2011-12
D1,5/5/2012,FC Koln,Bayern Munich,1,4,A,0,1,A,2011-12
D1,5/5/2012,Hannover,Kaiserslautern,2,1,H,1,1,D,2011-12
D1,5/5/2012,Hertha,Hoffenheim,3,1,H,1,0,H,2011-12
D1,5/5/2012,Mainz,M'gladbach,0,3,A,0,1,A,2011-12
D1,5/5/2012,Nurnberg,Leverkusen,1,4,A,0,2,A,2011-12
D1,5/5/2012,Stuttgart,Wolfsburg,3,2,H,0,1,A,2011-12
D1,5/5/2012,Werder Bremen,Schalke 04,2,3,A,1,1,D,2011-12
D1,24/08/12,Dortmund,Werder Bremen,2,1,H,1,0,H,2012-13
D1,25/08/12,Augsburg,Fortuna Dusseldorf,0,2,A,0,0,D,2012-13
D1,25/08/12,Ein Frankfurt,Leverkusen,2,1,H,0,1,A,2012-13
D1,25/08/12,Freiburg,Mainz,1,1,D,0,0,D,2012-13
D1,25/08/12,Greuther Furth,Bayern Munich,0,3,A,0,1,A,2012-13
D1,25/08/12,Hamburg,Nurnberg,0,1,A,0,0,D,2012-13
D1,25/08/12,M'gladbach,Hoffenheim,2,1,H,1,0,H,2012-13
D1,25/08/12,Stuttgart,Wolfsburg,0,1,A,0,0,D,2012-13
D1,26/08/12,Hannover,Schalke 04,2,2,D,1,0,H,2012-13
D1,31/08/12,Mainz,Greuther Furth,0,1,A,0,0,D,2012-13
D1,1/9/2012,Fortuna Dusseldorf,M'gladbach,0,0,D,0,0,D,2012-13
D1,1/9/2012,Hoffenheim,Ein Frankfurt,0,4,A,0,2,A,2012-13
D1,1/9/2012,Leverkusen,Freiburg,2,0,H,1,0,H,2012-13
D1,1/9/2012,Nurnberg,Dortmund,1,1,D,1,1,D,2012-13
D1,1/9/2012,Schalke 04,Augsburg,3,1,H,1,0,H,2012-13
D1,1/9/2012,Werder Bremen,Hamburg,2,0,H,0,0,D,2012-13
D1,2/9/2012,Bayern Munich,Stuttgart,6,1,H,3,1,H,2012-13
D1,2/9/2012,Wolfsburg,Hannover,0,4,A,0,2,A,2012-13
D1,14/09/12,Augsburg,Wolfsburg,0,0,D,0,0,D,2012-13
D1,15/09/12,Bayern Munich,Mainz,3,1,H,2,0,H,2012-13
D1,15/09/12,Dortmund,Leverkusen,3,0,H,2,0,H,2012-13
D1,15/09/12,Greuther Furth,Schalke 04,0,2,A,0,0,D,2012-13
D1,15/09/12,Hannover,Werder Bremen,3,2,H,2,1,H,2012-13
D1,15/09/12,M'gladbach,Nurnberg,2,3,A,1,2,A,2012-13
D1,15/09/12,Stuttgart,Fortuna Dusseldorf,0,0,D,0,0,D,2012-13
D1,16/09/12,Ein Frankfurt,Hamburg,3,2,H,2,1,H,2012-13
D1,16/09/12,Freiburg,Hoffenheim,5,3,H,2,1,H,2012-13
D1,21/09/12,Nurnberg,Ein Frankfurt,1,2,A,0,1,A,2012-13
D1,22/09/12,Fortuna Dusseldorf,Freiburg,0,0,D,0,0,D,2012-13
D1,22/09/12,Hamburg,Dortmund,3,2,H,1,0,H,2012-13
D1,22/09/12,Mainz,Augsburg,2,0,H,2,0,H,2012-13
D1,22/09/12,Schalke 04,Bayern Munich,0,2,A,0,0,D,2012-13
D1,22/09/12,Wolfsburg,Greuther Furth,1,1,D,1,1,D,2012-13
D1,23/09/12,Hoffenheim,Hannover,3,1,H,1,1,D,2012-13
D1,23/09/12,Leverkusen,M'gladbach,1,1,D,1,1,D,2012-13
D1,23/09/12,Werder Bremen,Stuttgart,2,2,D,2,0,H,2012-13
D1,25/09/12,Bayern Munich,Wolfsburg,3,0,H,1,0,H,2012-13
D1,25/09/12,Ein Frankfurt,Dortmund,3,3,D,0,2,A,2012-13
D1,25/09/12,Greuther Furth,Fortuna Dusseldorf,0,2,A,0,2,A,2012-13
D1,25/09/12,Schalke 04,Mainz,3,0,H,1,0,H,2012-13
D1,26/09/12,Augsburg,Leverkusen,1,3,A,0,3,A,2012-13
D1,26/09/12,Freiburg,Werder Bremen,1,2,A,1,0,H,2012-13
D1,26/09/12,Hannover,Nurnberg,4,1,H,2,0,H,2012-13
D1,26/09/12,M'gladbach,Hamburg,2,2,D,1,2,A,2012-13
D1,26/09/12,Stuttgart,Hoffenheim,0,3,A,0,1,A,2012-13
D1,28/09/12,Fortuna Dusseldorf,Schalke 04,2,2,D,0,2,A,2012-13
D1,29/09/12,Dortmund,M'gladbach,5,0,H,2,0,H,2012-13
D1,29/09/12,Hamburg,Hannover,1,0,H,1,0,H,2012-13
D1,29/09/12,Hoffenheim,Augsburg,0,0,D,0,0,D,2012-13
D1,29/09/12,Leverkusen,Greuther Furth,2,0,H,0,0,D,2012-13
D1,29/09/12,Nurnberg,Stuttgart,0,2,A,0,1,A,2012-13
D1,29/09/12,Werder Bremen,Bayern Munich,0,2,A,0,0,D,2012-13
D1,30/09/12,Ein Frankfurt,Freiburg,2,1,H,0,0,D,2012-13
D1,30/09/12,Wolfsburg,Mainz,0,2,A,0,2,A,2012-13
D1,5/10/2012,Augsburg,Werder Bremen,3,1,H,2,1,H,2012-13
D1,6/10/2012,Bayern Munich,Hoffenheim,2,0,H,1,0,H,2012-13
D1,6/10/2012,Freiburg,Nurnberg,3,0,H,1,0,H,2012-13
D1,6/10/2012,Greuther Furth,Hamburg,0,1,A,0,1,A,2012-13
D1,6/10/2012,Mainz,Fortuna Dusseldorf,1,0,H,0,0,D,2012-13
D1,6/10/2012,Schalke 04,Wolfsburg,3,0,H,1,0,H,2012-13
D1,7/10/2012,Hannover,Dortmund,1,1,D,0,1,A,2012-13
D1,7/10/2012,M'gladbach,Ein Frankfurt,2,0,H,2,0,H,2012-13
D1,7/10/2012,Stuttgart,Leverkusen,2,2,D,1,1,D,2012-13
D1,19/10/12,Hoffenheim,Greuther Furth,3,3,D,1,1,D,2012-13
D1,20/10/12,Dortmund,Schalke 04,1,2,A,0,1,A,2012-13
D1,20/10/12,Ein Frankfurt,Hannover,3,1,H,2,1,H,2012-13
D1,20/10/12,Fortuna Dusseldorf,Bayern Munich,0,5,A,0,2,A,2012-13
D1,20/10/12,Leverkusen,Mainz,2,2,D,1,0,H,2012-13
D1,20/10/12,Werder Bremen,M'gladbach,4,0,H,2,0,H,2012-13
D1,20/10/12,Wolfsburg,Freiburg,0,2,A,0,1,A,2012-13
D1,21/10/12,Hamburg,Stuttgart,0,1,A,0,1,A,2012-13
D1,21/10/12,Nurnberg,Augsburg,0,0,D,0,0,D,2012-13
D1,26/10/12,Augsburg,Hamburg,0,2,A,0,1,A,2012-13
D1,27/10/12,Fortuna Dusseldorf,Wolfsburg,1,4,A,0,0,D,2012-13
D1,27/10/12,Freiburg,Dortmund,0,2,A,0,0,D,2012-13
D1,27/10/12,Greuther Furth,Werder Bremen,1,1,D,1,1,D,2012-13
D1,27/10/12,Mainz,Hoffenheim,3,0,H,1,0,H,2012-13
D1,27/10/12,Schalke 04,Nurnberg,1,0,H,0,0,D,2012-13
D1,28/10/12,Bayern Munich,Leverkusen,1,2,A,0,1,A,2012-13
D1,28/10/12,Hannover,M'gladbach,2,3,A,0,0,D,2012-13
D1,28/10/12,Stuttgart,Ein Frankfurt,2,1,H,1,0,H,2012-13
D1,2/11/2012,Ein Frankfurt,Greuther Furth,1,1,D,1,0,H,2012-13
D1,3/11/2012,Dortmund,Stuttgart,0,0,D,0,0,D,2012-13
D1,3/11/2012,Hamburg,Bayern Munich,0,3,A,0,1,A,2012-13
D1,3/11/2012,Hannover,Augsburg,2,0,H,1,0,H,2012-13
D1,3/11/2012,Hoffenheim,Schalke 04,3,2,H,1,1,D,2012-13
D1,3/11/2012,M'gladbach,Freiburg,1,1,D,0,0,D,2012-13
D1,3/11/2012,Nurnberg,Wolfsburg,1,0,H,0,0,D,2012-13
D1,4/11/2012,Leverkusen,Fortuna Dusseldorf,3,2,H,2,1,H,2012-13
D1,4/11/2012,Werder Bremen,Mainz,2,1,H,1,0,H,2012-13
D1,9/11/2012,Mainz,Nurnberg,2,1,H,2,1,H,2012-13
D1,10/11/2012,Augsburg,Dortmund,1,3,A,0,1,A,2012-13
D1,10/11/2012,Bayern Munich,Ein Frankfurt,2,0,H,1,0,H,2012-13
D1,10/11/2012,Fortuna Dusseldorf,Hoffenheim,1,1,D,1,1,D,2012-13
D1,10/11/2012,Freiburg,Hamburg,0,0,D,0,0,D,2012-13
D1,10/11/2012,Schalke 04,Werder Bremen,2,1,H,0,1,A,2012-13
D1,11/11/2012,Greuther Furth,M'gladbach,2,4,A,2,1,H,2012-13
D1,11/11/2012,Stuttgart,Hannover,2,4,A,2,0,H,2012-13
D1,11/11/2012,Wolfsburg,Leverkusen,3,1,H,3,0,H,2012-13
D1,17/11/12,Dortmund,Greuther Furth,3,1,H,3,1,H,2012-13
D1,17/11/12,Ein Frankfurt,Augsburg,4,2,H,2,1,H,2012-13
D1,17/11/12,Hamburg,Mainz,1,0,H,0,0,D,2012-13
D1,17/11/12,Hannover,Freiburg,1,2,A,1,1,D,2012-13
D1,17/11/12,Leverkusen,Schalke 04,2,0,H,1,0,H,2012-13
