Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
D1,13/08/99,Duisburg,Leverkusen,0,0,D,0,0,D,1999-00
D1,13/08/99,Wolfsburg,Munich 1860,2,1,H,0,1,A,1999-00
D1,14/08/99,Bayern Munich,Hamburg,2,2,D,1,1,D,1999-00
D1,14/08/99,Ein Frankfurt,Unterhaching,3,0,H,1,0,H,1999-00
D1,14/08/99,Kaiserslautern,Dortmund,1,0,H,0,0,D,1999-00
D1,14/08/99,Schalke 04,Bielefeld,1,1,D,1,0,H,1999-00
D1,14/08/99,Stuttgart,Werder Bremen,0,0,D,0,0,D,1999-00
D1,15/08/99,Hertha,Hansa Rostock,5,2,H,2,1,H,1999-00
D1,15/08/99,Ulm,Freiburg,1,1,D,0,1,A,1999-00
D1,20/08/99,Bielefeld,Hertha,1,1,D,0,0,D,1999-00
D1,20/08/99,Unterhaching,Duisburg,2,0,H,0,0,D,1999-00
D1,21/08/99,Dortmund,Wolfsburg,2,1,H,0,0,D,1999-00
D1,21/08/99,Freiburg,Ein Frankfurt,2,3,A,1,0,H,1999-00
D1,21/08/99,Hamburg,Stuttgart,3,0,H,1,0,H,1999-00
D1,21/08/99,Munich 1860,Ulm,4,1,H,4,1,H,1999-00
D1,21/08/99,Werder Bremen,Schalke 04,0,1,A,0,0,D,1999-00
D1,22/08/99,Hansa Rostock,Kaiserslautern,4,2,H,4,2,H,1999-00
D1,22/08/99,Leverkusen,Bayern Munich,2,0,H,0,0,D,1999-00
D1,27/08/99,Kaiserslautern,Bielefeld,0,2,A,0,0,D,1999-00
D1,27/08/99,Schalke 04,Hamburg,1,3,A,1,1,D,1999-00
D1,28/08/99,Bayern Munich,Unterhaching,1,0,H,1,0,H,1999-00
D1,28/08/99,Freiburg,Munich 1860,3,0,H,1,0,H,1999-00
D1,28/08/99,Hertha,Werder Bremen,1,1,D,1,0,H,1999-00
D1,28/08/99,Stuttgart,Leverkusen,1,2,A,1,1,D,1999-00
D1,28/08/99,Wolfsburg,Hansa Rostock,2,0,H,2,0,H,1999-00
D1,29/08/99,Ein Frankfurt,Duisburg,2,2,D,1,1,D,1999-00
D1,29/08/99,Ulm,Dortmund,0,1,A,0,1,A,1999-00
D1,10/9/1999,Bielefeld,Wolfsburg,0,0,D,0,0,D,1999-00
D1,10/9/1999,Hansa Rostock,Ulm,2,1,H,1,0,H,1999-00
D1,11/9/1999,Dortmund,Freiburg,1,1,D,0,1,A,1999-00
D1,11/9/1999,Duisburg,Bayern Munich,1,2,A,0,2,A,1999-00
D1,11/9/1999,Hamburg,Hertha,5,1,H,3,0,H,1999-00
D1,11/9/1999,Leverkusen,Schalke 04,3,2,H,0,1,A,1999-00
D1,11/9/1999,Unterhaching,Stuttgart,2,0,H,1,0,H,1999-00
D1,12/9/1999,Munich 1860,Ein Frankfurt,2,0,H,1,0,H,1999-00
D1,12/9/1999,Werder Bremen,Kaiserslautern,5,0,H,2,0,H,1999-00
D1,17/09/99,Freiburg,Hansa Rostock,5,0,H,4,0,H,1999-00
D1,17/09/99,Munich 1860,Dortmund,0,3,A,0,2,A,1999-00
D1,18/09/99,Ein Frankfurt,Bayern Munich,1,2,A,1,0,H,1999-00
D1,18/09/99,Hertha,Leverkusen,0,0,D,0,0,D,1999-00
D1,18/09/99,Schalke 04,Unterhaching,1,0,H,0,0,D,1999-00
D1,18/09/99,Stuttgart,Duisburg,4,2,H,2,1,H,1999-00
D1,18/09/99,Ulm,Bielefeld,2,0,H,2,0,H,1999-00
D1,19/09/99,Kaiserslautern,Hamburg,2,0,H,2,0,H,1999-00
D1,19/09/99,Wolfsburg,Werder Bremen,2,7,A,2,3,A,1999-00
D1,24/09/99,Bayern Munich,Stuttgart,0,1,A,0,0,D,1999-00
D1,24/09/99,Hamburg,Wolfsburg,2,2,D,1,1,D,1999-00
D1,25/09/99,Dortmund,Ein Frankfurt,1,0,H,1,0,H,1999-00
D1,25/09/99,Duisburg,Schalke 04,1,1,D,0,0,D,1999-00
D1,25/09/99,Hansa Rostock,Munich 1860,0,0,D,0,0,D,1999-00
D1,25/09/99,Unterhaching,Hertha,1,1,D,0,1,A,1999-00
D1,25/09/99,Werder Bremen,Ulm,2,2,D,1,0,H,1999-00
D1,26/09/99,Bielefeld,Freiburg,2,1,H,0,1,A,1999-00
D1,26/09/99,Leverkusen,Kaiserslautern,3,1,H,0,1,A,1999-00
D1,1/10/1999,Ein Frankfurt,Stuttgart,0,1,A,0,0,D,1999-00
D1,1/10/1999,Munich 1860,Bielefeld,5,0,H,1,0,H,1999-00
D1,2/10/1999,Dortmund,Hansa Rostock,3,0,H,0,0,D,1999-00
D1,2/10/1999,Hertha,Duisburg,2,1,H,0,0,D,1999-00
D1,2/10/1999,Schalke 04,Bayern Munich,1,1,D,0,0,D,1999-00
D1,2/10/1999,Ulm,Hamburg,1,2,A,0,0,D,1999-00
D1,2/10/1999,Wolfsburg,Leverkusen,3,1,H,1,0,H,1999-00
D1,3/10/1999,Freiburg,Werder Bremen,2,1,H,1,0,H,1999-00
D1,3/10/1999,Kaiserslautern,Unterhaching,4,2,H,1,1,D,1999-00
D1,15/10/99,Bielefeld,Dortmund,0,2,A,0,0,D,1999-00
D1,15/10/99,Leverkusen,Ulm,4,1,H,3,0,H,1999-00
D1,16/10/99,Bayern Munich,Hertha,3,1,H,2,0,H,1999-00
D1,16/10/99,Duisburg,Kaiserslautern,2,2,D,0,2,A,1999-00
D1,16/10/99,Hamburg,Freiburg,2,0,H,1,0,H,1999-00
D1,16/10/99,Hansa Rostock,Ein Frankfurt,3,1,H,1,0,H,1999-00
D1,16/10/99,Werder Bremen,Munich 1860,1,3,A,0,1,A,1999-00
D1,17/10/99,Stuttgart,Schalke 04,0,2,A,0,0,D,1999-00
D1,17/10/99,Unterhaching,Wolfsburg,1,1,D,0,0,D,1999-00
D1,22/10/99,Ein Frankfurt,Schalke 04,0,2,A,0,0,D,1999-00
D1,22/10/99,Hansa Rostock,Bielefeld,2,1,H,1,0,H,1999-00
D1,23/10/99,Freiburg,Leverkusen,0,0,D,0,0,D,1999-00
D1,23/10/99,Hertha,Stuttgart,1,1,D,1,0,H,1999-00
D1,23/10/99,Kaiserslautern,Bayern Munich,0,2,A,0,0,D,1999-00
D1,23/10/99,Munich 1860,Hamburg,0,0,D,0,0,D,1999-00
D1,23/10/99,Ulm,Unterhaching,1,0,H,1,0,H,1999-00
D1,24/10/99,Dortmund,Werder Bremen,1,3,A,0,2,A,1999-00
D1,24/10/99,Wolfsburg,Duisburg,1,0,H,0,0,D,1999-00
D1,29/10/99,Bielefeld,Ein Frankfurt,1,1,D,0,0,D,1999-00
D1,29/10/99,Werder Bremen,Hansa Rostock,2,1,H,1,0,H,1999-00
D1,30/10/99,Bayern Munich,Wolfsburg,5,0,H,3,0,H,1999-00
D1,30/10/99,Duisburg,Ulm,0,0,D,0,0,D,1999-00
D1,30/10/99,Hamburg,Dortmund,1,1,D,0,0,D,1999-00
D1,30/10/99,Leverkusen,Munich 1860,1,1,D,0,0,D,1999-00
D1,30/10/99,Schalke 04,Hertha,1,1,D,1,1,D,1999-00
D1,31/10/99,Stuttgart,Kaiserslautern,0,1,A,0,1,A,1999-00
D1,31/10/99,Unterhaching,Freiburg,1,0,H,0,0,D,1999-00
D1,5/11/1999,Freiburg,Duisburg,3,0,H,2,0,H,1999-00
D1,5/11/1999,Hansa Rostock,Hamburg,3,3,D,2,1,H,1999-00
D1,6/11/1999,Dortmund,Leverkusen,1,1,D,1,1,D,1999-00
D1,6/11/1999,Ein Frankfurt,Hertha,4,0,H,3,0,H,1999-00
D1,6/11/1999,Munich 1860,Unterhaching,2,1,H,1,0,H,1999-00
D1,6/11/1999,Ulm,Bayern Munich,0,1,A,0,1,A,1999-00
D1,6/11/1999,Wolfsburg,Stuttgart,0,2,A,0,1,A,1999-00
D1,7/11/1999,Bielefeld,Werder Bremen,2,2,D,1,0,H,1999-00
D1,7/11/1999,Kaiserslautern,Schalke 04,2,1,H,0,1,A,1999-00
D1,19/11/99,Werder Bremen,Ein Frankfurt,3,1,H,1,1,D,1999-00
D1,20/11/99,Bayern Munich,Freiburg,6,1,H,3,1,H,1999-00
D1,20/11/99,Hertha,Kaiserslautern,0,1,A,0,1,A,1999-00
D1,20/11/99,Leverkusen,Hansa Rostock,1,1,D,1,1,D,1999-00
D1,20/11/99,Schalke 04,Wolfsburg,1,1,D,1,1,D,1999-00
D1,20/11/99,Stuttgart,Ulm,2,0,H,1,0,H,1999-00
D1,21/11/99,Duisburg,Munich 1860,3,0,H,1,0,H,1999-00
D1,21/11/99,Hamburg,Bielefeld,5,0,H,2,0,H,1999-00
D1,26/11/99,Freiburg,Stuttgart,0,2,A,0,1,A,1999-00
D1,26/11/99,Ulm,Schalke 04,1,1,D,1,0,H,1999-00
D1,27/11/99,Bielefeld,Leverkusen,1,2,A,0,1,A,1999-00
D1,27/11/99,Hansa Rostock,Unterhaching,1,1,D,1,0,H,1999-00
D1,27/11/99,Munich 1860,Bayern Munich,1,0,H,0,0,D,1999-00
D1,27/11/99,Wolfsburg,Hertha,2,3,A,2,1,H,1999-00
D1,28/11/99,Dortmund,Duisburg,2,2,D,1,2,A,1999-00
D1,28/11/99,Ein Frankfurt,Kaiserslautern,0,1,A,0,1,A,1999-00
D1,28/11/99,Werder Bremen,Hamburg,2,1,H,0,0,D,1999-00
D1,1/12/1999,Unterhaching,Dortmund,1,0,H,1,0,H,1999-00
D1,3/12/1999,Duisburg,Hansa Rostock,2,2,D,1,1,D,1999-00
D1,3/12/1999,Hamburg,Ein Frankfurt,1,0,H,0,0,D,1999-00
D1,4/12/1999,Bayern Munich,Dortmund,1,1,D,1,0,H,1999-00
D1,4/12/1999,Hertha,Ulm,3,0,H,1,0,H,1999-00
D1,4/12/1999,Leverkusen,Werder Bremen,3,2,H,1,1,D,1999-00
D1,4/12/1999,Schalke 04,Freiburg,2,2,D,1,1,D,1999-00
D1,4/12/1999,Stuttgart,Munich 1860,1,3,A,0,1,A,1999-00
D1,5/12/1999,Kaiserslautern,Wolfsburg,2,2,D,1,0,H,1999-00
D1,5/12/1999,Unterhaching,Bielefeld,2,0,H,1,0,H,1999-00
D1,10/12/1999,Bielefeld,Duisburg,0,1,A,0,0,D,1999-00
D1,10/12/1999,Werder Bremen,Unterhaching,2,2,D,2,0,H,1999-00
D1,11/12/1999,Dortmund,Stuttgart,1,1,D,1,1,D,1999-00
D1,11/12/1999,Freiburg,Hertha,0,1,A,0,0,D,1999-00
D1,11/12/1999,Hansa Rostock,Bayern Munich,0,3,A,0,1,A,1999-00
D1,11/12/1999,Munich 1860,Schalke 04,3,3,D,1,2,A,1999-00
D1,12/12/1999,Leverkusen,Hamburg,2,2,D,1,1,D,1999-00
D1,12/12/1999,Ulm,Kaiserslautern,3,1,H,3,0,H,1999-00
D1,12/12/1999,Wolfsburg,Ein Frankfurt,1,0,H,0,0,D,1999-00
D1,14/12/99,Bayern Munich,Bielefeld,2,1,H,1,1,D,1999-00
D1,14/12/99,Duisburg,Werder Bremen,0,1,A,0,1,A,1999-00
D1,14/12/99,Hertha,Munich 1860,1,1,D,0,0,D,1999-00
D1,14/12/99,Stuttgart,Hansa Rostock,3,1,H,0,0,D,1999-00
D1,15/12/99,Ein Frankfurt,Leverkusen,1,2,A,1,0,H,1999-00
D1,15/12/99,Kaiserslautern,Freiburg,0,2,A,0,0,D,1999-00
D1,15/12/99,Schalke 04,Dortmund,0,0,D,0,0,D,1999-00
D1,15/12/99,Unterhaching,Hamburg,1,1,D,0,1,A,1999-00
D1,15/12/99,Wolfsburg,Ulm,1,2,A,0,1,A,1999-00
D1,17/12/99,Bielefeld,Stuttgart,1,2,A,0,0,D,1999-00
D1,17/12/99,Werder Bremen,Bayern Munich,0,2,A,0,0,D,1999-00
D1,18/12/99,Freiburg,Wolfsburg,1,1,D,0,1,A,1999-00
D1,18/12/99,Hamburg,Duisburg,6,1,H,5,1,H,1999-00
D1,18/12/99,Leverkusen,Unterhaching,2,1,H,0,0,D,1999-00
D1,18/12/99,Munich 1860,Kaiserslautern,2,1,H,1,1,D,1999-00
D1,18/12/99,Ulm,Ein Frankfurt,3,0,H,1,0,H,1999-00
D1,19/12/99,Dortmund,Hertha,4,0,H,3,0,H,1999-00
D1,19/12/99,Hansa Rostock,Schalke 04,1,0,H,0,0,D,1999-00
D1,4/2/2000,Dortmund,Kaiserslautern,0,1,A,0,0,D,1999-00
D1,4/2/2000,Hansa Rostock,Hertha,0,1,A,0,0,D,1999-00
D1,5/2/2000,Bielefeld,Schalke 04,1,2,A,0,1,A,1999-00
D1,5/2/2000,Freiburg,Ulm,2,0,H,1,0,H,1999-00
D1,5/2/2000,Leverkusen,Duisburg,3,0,H,2,0,H,1999-00
D1,5/2/2000,Munich 1860,Wolfsburg,1,2,A,1,1,D,1999-00
D1,5/2/2000,Werder Bremen,Stuttgart,2,1,H,2,0,H,1999-00
D1,6/2/2000,Hamburg,Bayern Munich,0,0,D,0,0,D,1999-00
D1,6/2/2000,Unterhaching,Ein Frankfurt,1,0,H,0,0,D,1999-00
D1,8/2/2000,Hertha,Bielefeld,2,0,H,0,0,D,1999-00
D1,8/2/2000,Kaiserslautern,Hansa Rostock,2,2,D,0,1,A,1999-00
D1,8/2/2000,Schalke 04,Werder Bremen,3,1,H,1,1,D,1999-00
D1,8/2/2000,Ulm,Munich 1860,3,0,H,2,0,H,1999-00
D1,9/2/2000,Bayern Munich,Leverkusen,4,1,H,2,0,H,1999-00
D1,9/2/2000,Duisburg,Unterhaching,2,0,H,2,0,H,1999-00
D1,9/2/2000,Ein Frankfurt,Freiburg,2,0,H,1,0,H,1999-00
D1,9/2/2000,Stuttgart,Hamburg,1,3,A,0,0,D,1999-00
D1,9/2/2000,Wolfsburg,Dortmund,1,0,H,1,0,H,1999-00
D1,11/2/2000,Bielefeld,Kaiserslautern,1,2,A,1,1,D,1999-00
D1,11/2/2000,Werder Bremen,Hertha,4,1,H,3,0,H,1999-00
D1,12/2/2000,Dortmund,Ulm,1,1,D,1,0,H,1999-00
D1,12/2/2000,Duisburg,Ein Frankfurt,2,3,A,1,2,A,1999-00
D1,12/2/2000,Hansa Rostock,Wolfsburg,1,1,D,1,0,H,1999-00
D1,12/2/2000,Leverkusen,Stuttgart,1,0,H,0,0,D,1999-00
D1,12/2/2000,Unterhaching,Bayern Munich,0,2,A,0,0,D,1999-00
D1,13/02/00,Hamburg,Schalke 04,3,1,H,0,1,A,1999-00
D1,13/02/00,Munich 1860,Freiburg,3,1,H,1,1,D,1999-00
D1,18/02/00,Hertha,Hamburg,2,1,H,0,0,D,1999-00
D1,18/02/00,Schalke 04,Leverkusen,1,1,D,1,1,D,1999-00
D1,19/02/00,Bayern Munich,Duisburg,4,1,H,0,0,D,1999-00
D1,19/02/00,Ein Frankfurt,Munich 1860,3,1,H,2,1,H,1999-00
D1,19/02/00,Freiburg,Dortmund,1,1,D,1,1,D,1999-00
D1,19/02/00,Kaiserslautern,Werder Bremen,4,3,H,1,2,A,1999-00
D1,19/02/00,Stuttgart,Unterhaching,0,2,A,0,0,D,1999-00
D1,20/02/00,Ulm,Hansa Rostock,1,1,D,0,1,A,1999-00
D1,20/02/00,Wolfsburg,Bielefeld,2,0,H,1,0,H,1999-00
D1,25/02/00,Hansa Rostock,Freiburg,1,1,D,0,0,D,1999-00
D1,26/02/00,Bayern Munich,Ein Frankfurt,4,1,H,1,0,H,1999-00
D1,26/02/00,Duisburg,Stuttgart,1,3,A,1,2,A,1999-00
D1,26/02/00,Hamburg,Kaiserslautern,2,1,H,1,0,H,1999-00
D1,26/02/00,Leverkusen,Hertha,3,1,H,3,1,H,1999-00
D1,26/02/00,Werder Bremen,Wolfsburg,2,2,D,1,1,D,1999-00
D1,27/02/00,Dortmund,Munich 1860,1,1,D,0,0,D,1999-00
D1,27/02/00,Unterhaching,Schalke 04,3,1,H,0,1,A,1999-00
D1,28/02/00,Bielefeld,Ulm,4,1,H,3,1,H,1999-00
D1,3/3/2000,Freiburg,Bielefeld,1,1,D,0,1,A,1999-00
D1,3/3/2000,Wolfsburg,Hamburg,4,4,D,1,3,A,1999-00
D1,4/3/2000,Hertha,Unterhaching,2,1,H,0,1,A,1999-00
D1,4/3/2000,Kaiserslautern,Leverkusen,1,3,A,1,2,A,1999-00
D1,4/3/2000,Munich 1860,Hansa Rostock,4,3,H,1,1,D,1999-00
D1,4/3/2000,Schalke 04,Duisburg,3,0,H,1,0,H,1999-00
D1,4/3/2000,Stuttgart,Bayern Munich,2,0,H,0,0,D,1999-00
D1,5/3/2000,Ein Frankfurt,Dortmund,1,1,D,0,1,A,1999-00
D1,5/3/2000,Ulm,Werder Bremen,2,1,H,1,0,H,1999-00
D1,10/3/2000,Stuttgart,Ein Frankfurt,0,2,A,0,0,D,1999-00
D1,10/3/2000,Unterhaching,Kaiserslautern,1,2,A,0,2,A,1999-00
D1,11/3/2000,Bayern Munich,Schalke 04,4,1,H,1,0,H,1999-00
D1,11/3/2000,Bielefeld,Munich 1860,2,2,D,2,0,H,1999-00
D1,11/3/2000,Duisburg,Hertha,0,0,D,0,0,D,1999-00
D1,11/3/2000,Hamburg,Ulm,1,2,A,0,1,A,1999-00
D1,11/3/2000,Leverkusen,Wolfsburg,4,1,H,1,0,H,1999-00
D1,12/3/2000,Hansa Rostock,Dortmund,1,0,H,0,0,D,1999-00
D1,12/3/2000,Werder Bremen,Freiburg,5,2,H,2,1,H,1999-00
D1,17/03/00,Ein Frankfurt,Hansa Rostock,0,0,D,0,0,D,1999-00
D1,17/03/00,Wolfsburg,Unterhaching,2,2,D,1,0,H,1999-00
D1,18/03/00,Freiburg,Hamburg,0,2,A,0,1,A,1999-00
D1,18/03/00,Hertha,Bayern Munich,1,1,D,0,1,A,1999-00
D1,18/03/00,Kaiserslautern,Duisburg,3,2,H,1,0,H,1999-00
D1,18/03/00,Schalke 04,Stuttgart,3,0,H,0,0,D,1999-00
D1,18/03/00,Ulm,Leverkusen,1,9,A,0,4,A,1999-00
D1,19/03/00,Dortmund,Bielefeld,1,3,A,1,2,A,1999-00
D1,19/03/00,Munich 1860,Werder Bremen,1,0,H,0,0,D,1999-00
D1,24/03/00,Bielefeld,Hansa Rostock,2,2,D,0,1,A,1999-00
D1,24/03/00,Unterhaching,Ulm,1,0,H,0,0,D,1999-00
D1,25/03/00,Bayern Munich,Kaiserslautern,2,2,D,1,2,A,1999-00
D1,25/03/00,Duisburg,Wolfsburg,2,3,A,1,0,H,1999-00
D1,25/03/00,Hamburg,Munich 1860,2,0,H,1,0,H,1999-00
D1,25/03/00,Leverkusen,Freiburg,1,1,D,0,1,A,1999-00
D1,25/03/00,Stuttgart,Hertha,1,0,H,0,0,D,1999-00
D1,26/03/00,Schalke 04,Ein Frankfurt,0,0,D,0,0,D,1999-00
D1,26/03/00,Werder Bremen,Dortmund,3,2,H,2,1,H,1999-00
D1,31/03/00,Freiburg,Unterhaching,4,3,H,1,1,D,1999-00
D1,31/03/00,Ulm,Duisburg,0,3,A,0,2,A,1999-00
D1,1/4/2000,Dortmund,Hamburg,0,1,A,0,0,D,1999-00
D1,1/4/2000,Ein Frankfurt,Bielefeld,2,1,H,1,0,H,1999-00
D1,1/4/2000,Hertha,Schalke 04,2,1,H,1,1,D,1999-00
D1,1/4/2000,Munich 1860,Leverkusen,1,2,A,0,0,D,1999-00
D1,1/4/2000,Wolfsburg,Bayern Munich,1,1,D,0,1,A,1999-00
D1,2/4/2000,Hansa Rostock,Werder Bremen,1,1,D,1,1,D,1999-00
D1,2/4/2000,Kaiserslautern,Stuttgart,1,2,A,1,1,D,1999-00
D1,7/4/2000,Hamburg,Hansa Rostock,1,0,H,1,0,H,1999-00
D1,7/4/2000,Unterhaching,Munich 1860,1,1,D,0,0,D,1999-00
D1,8/4/2000,Bayern Munich,Ulm,4,0,H,2,0,H,1999-00
D1,8/4/2000,Hertha,Ein Frankfurt,1,0,H,1,0,H,1999-00
D1,8/4/2000,Leverkusen,Dortmund,3,1,H,1,1,D,1999-00
D1,8/4/2000,Schalke 04,Kaiserslautern,1,2,A,1,2,A,1999-00
D1,8/4/2000,Stuttgart,Wolfsburg,2,5,A,2,2,D,1999-00
D1,9/4/2000,Duisburg,Freiburg,1,2,A,0,0,D,1999-00
D1,9/4/2000,Werder Bremen,Bielefeld,3,1,H,2,0,H,1999-00
D1,11/4/2000,Dortmund,Unterhaching,1,3,A,1,1,D,1999-00
D1,11/4/2000,Kaiserslautern,Hertha,1,2,A,1,1,D,1999-00
D1,11/4/2000,Ulm,Stuttgart,1,1,D,0,1,A,1999-00
D1,11/4/2000,Wolfsburg,Schalke 04,0,0,D,0,0,D,1999-00
D1,12/4/2000,Bielefeld,Hamburg,3,0,H,1,0,H,1999-00
D1,12/4/2000,Ein Frankfurt,Werder Bremen,1,0,H,0,0,D,1999-00
D1,12/4/2000,Freiburg,Bayern Munich,1,2,A,1,1,D,1999-00
D1,12/4/2000,Hansa Rostock,Leverkusen,1,1,D,1,0,H,1999-00
D1,12/4/2000,Munich 1860,Duisburg,4,1,H,3,0,H,1999-00
D1,14/04/00,Hertha,Wolfsburg,0,0,D,0,0,D,1999-00
D1,14/04/00,Schalke 04,Ulm,0,0,D,0,0,D,1999-00
D1,15/04/00,Bayern Munich,Munich 1860,1,2,A,1,2,A,1999-00
D1,15/04/00,Duisburg,Dortmund,2,2,D,2,2,D,1999-00
D1,15/04/00,Hamburg,Werder Bremen,0,0,D,0,0,D,1999-00
D1,15/04/00,Kaiserslautern,Ein Frankfurt,1,0,H,0,0,D,1999-00
D1,15/04/00,Stuttgart,Freiburg,1,0,H,0,0,D,1999-00
D1,16/04/00,Leverkusen,Bielefeld,4,1,H,3,0,H,1999-00
D1,16/04/00,Unterhaching,Hansa Rostock,1,1,D,0,0,D,1999-00
D1,20/04/00,Ein Frankfurt,Hamburg,3,0,H,1,0,H,1999-00
D1,20/04/00,Werder Bremen,Leverkusen,1,3,A,0,3,A,1999-00
D1,22/04/00,Freiburg,Schalke 04,2,1,H,1,1,D,1999-00
D1,22/04/00,Hansa Rostock,Duisburg,3,1,H,2,0,H,1999-00
D1,22/04/00,Munich 1860,Stuttgart,1,1,D,0,0,D,1999-00
D1,22/04/00,Ulm,Hertha,0,1,A,0,0,D,1999-00
D1,22/04/00,Wolfsburg,Kaiserslautern,3,2,H,0,2,A,1999-00
D1,23/04/00,Bielefeld,Unterhaching,1,0,H,0,0,D,1999-00
D1,23/04/00,Dortmund,Bayern Munich,0,1,A,0,1,A,1999-00
D1,27/04/00,Duisburg,Bielefeld,0,3,A,0,2,A,1999-00
D1,28/04/00,Ein Frankfurt,Wolfsburg,4,0,H,2,0,H,1999-00
D1,28/04/00,Hertha,Freiburg,0,0,D,0,0,D,1999-00
D1,29/04/00,Bayern Munich,Hansa Rostock,4,1,H,0,1,A,1999-00
D1,29/04/00,Kaiserslautern,Ulm,6,2,H,1,1,D,1999-00
D1,29/04/00,Schalke 04,Munich 1860,2,2,D,2,1,H,1999-00
D1,29/04/00,Stuttgart,Dortmund,1,2,A,0,1,A,1999-00
D1,30/04/00,Hamburg,Leverkusen,0,2,A,0,2,A,1999-00
D1,30/04/00,Unterhaching,Werder Bremen,1,0,H,0,0,D,1999-00
D1,13/05/00,Bielefeld,Bayern Munich,0,3,A,0,3,A,1999-00
D1,13/05/00,Dortmund,Schalke 04,1,1,D,0,0,D,1999-00
D1,13/05/00,Freiburg,Kaiserslautern,2,1,H,1,1,D,1999-00
D1,13/05/00,Hamburg,Unterhaching,3,0,H,1,0,H,1999-00
D1,13/05/00,Hansa Rostock,Stuttgart,1,4,A,0,2,A,1999-00
D1,13/05/00,Leverkusen,Ein Frankfurt,4,1,H,1,1,D,1999-00
D1,13/05/00,Munich 1860,Hertha,2,1,H,1,0,H,1999-00
D1,13/05/00,Ulm,Wolfsburg,2,0,H,1,0,H,1999-00
D1,13/05/00,Werder Bremen,Duisburg,4,0,H,2,0,H,1999-00
D1,20/05/00,Bayern Munich,Werder Bremen,3,1,H,3,1,H,1999-00
D1,20/05/00,Duisburg,Hamburg,1,1,D,1,1,D,1999-00
D1,20/05/00,Ein Frankfurt,Ulm,2,1,H,1,1,D,1999-00
D1,20/05/00,Hertha,Dortmund,0,3,A,0,0,D,1999-00
D1,20/05/00,Kaiserslautern,Munich 1860,1,1,D,0,0,D,1999-00
D1,20/05/00,Schalke 04,Hansa Rostock,0,2,A,0,1,A,1999-00
D1,20/05/00,Stuttgart,Bielefeld,3,3,D,3,1,H,1999-00
D1,20/05/00,Unterhaching,Leverkusen,2,0,H,1,0,H,1999-00
D1,20/05/00,Wolfsburg,Freiburg,2,1,H,1,0,H,1999-00
D1,11/8/2000,Dortmund,Hansa Rostock,1,0,H,0,0,D,2000-01
D1,12/8/2000,Bayern Munich,Hertha,4,1,H,1,0,H,2000-01
D1,12/8/2000,Freiburg,Stuttgart,4,0,H,2,0,H,2000-01
D1,12/8/2000,Hamburg,Munich 1860,2,2,D,2,2,D,2000-01
D1,12/8/2000,Kaiserslautern,Bochum,0,1,A,0,0,D,2000-01
D1,12/8/2000,Leverkusen,Wolfsburg,2,0,H,2,0,H,2000-01
D1,12/8/2000,Werder Bremen,Cottbus,3,1,H,2,1,H,2000-01
D1,13/08/00,Ein Frankfurt,Unterhaching,3,0,H,1,0,H,2000-01
D1,13/08/00,Schalke 04,FC Koln,2,1,H,2,0,H,2000-01
D1,18/08/00,Cottbus,Dortmund,1,4,A,0,0,D,2000-01
D1,19/08/00,Munich 1860,Werder Bremen,2,1,H,1,1,D,2000-01
D1,19/08/00,Bochum,Bayern Munich,0,3,A,0,3,A,2000-01
D1,19/08/00,Hertha,Hamburg,4,0,H,3,0,H,2000-01
D1,19/08/00,Stuttgart,Leverkusen,4,1,H,2,0,H,2000-01
D1,19/08/00,Unterhaching,Freiburg,1,1,D,1,0,H,2000-01
D1,19/08/00,Wolfsburg,Kaiserslautern,4,0,H,1,0,H,2000-01
D1,20/08/00,FC Koln,Ein Frankfurt,4,1,H,2,0,H,2000-01
D1,20/08/00,Hansa Rostock,Schalke 04,0,4,A,0,3,A,2000-01
D1,5/9/2000,Freiburg,FC Koln,0,0,D,0,0,D,2000-01
D1,5/9/2000,Kaiserslautern,Stuttgart,1,0,H,1,0,H,2000-01
D1,5/9/2000,Leverkusen,Unterhaching,1,0,H,1,0,H,2000-01
D1,5/9/2000,Schalke 04,Cottbus,3,0,H,2,0,H,2000-01
D1,6/9/2000,Bayern Munich,Wolfsburg,3,1,H,2,0,H,2000-01
D1,6/9/2000,Dortmund,Munich 1860,2,3,A,1,1,D,2000-01
D1,6/9/2000,Ein Frankfurt,Hansa Rostock,4,0,H,0,0,D,2000-01
D1,6/9/2000,Hamburg,Werder Bremen,2,1,H,1,0,H,2000-01
D1,6/9/2000,Hertha,Bochum,4,0,H,3,0,H,2000-01
D1,8/9/2000,Unterhaching,Kaiserslautern,0,0,D,0,0,D,2000-01
D1,9/9/2000,FC Koln,Leverkusen,1,1,D,0,1,A,2000-01
D1,9/9/2000,Munich 1860,Schalke 04,1,1,D,0,0,D,2000-01
D1,9/9/2000,Bochum,Hamburg,0,4,A,0,2,A,2000-01
D1,9/9/2000,Stuttgart,Bayern Munich,2,1,H,1,1,D,2000-01
D1,9/9/2000,Werder Bremen,Dortmund,1,2,A,0,1,A,2000-01
D1,9/9/2000,Wolfsburg,Hertha,2,1,H,1,0,H,2000-01
D1,10/9/2000,Cottbus,Ein Frankfurt,2,0,H,0,0,D,2000-01
D1,10/9/2000,Hansa Rostock,Freiburg,0,0,D,0,0,D,2000-01
D1,15/09/00,Kaiserslautern,FC Koln,3,1,H,1,1,D,2000-01
